text,intent,entities
pia matame de risa con un chiste por favor,cuentaChiste,[]
hola quiero reir cosas graciosas por favor,cuentaChiste,[]
hola pia comparte chistes,cuentaChiste,[]
hola pia quiero que me cuentes animame por favor,cuentaChiste,[]
hola pia comparte un chistecito por favor,cuentaChiste,[]
oye matame de risa con chistes para reirme,cuentaChiste,[]
hola me puedes contar chistes por favor,cuentaChiste,[]
hola cuentame algo gracioso por favor,cuentaChiste,[]
oye pia quiero que me cuentes cosas graciosas,cuentaChiste,[]
hola cuentate un chistecito,cuentaChiste,[]
hey pia cuenta chistes para reirme,cuentaChiste,[]
oye quiero reir chistes por favor,cuentaChiste,[]
oye cuentate un chiste que quiero reir,cuentaChiste,[]
hola pia cuenta cosas graciosas,cuentaChiste,[]
oye comparte cosas graciosas por favor,cuentaChiste,[]
me puedes contar bromas,cuentaChiste,[]
hey pia sabes bromas,cuentaChiste,[]
hola cuenta un chistecito,cuentaChiste,[]
hola deseo que me cuentes algo gracioso,cuentaChiste,[]
hey cuentame un chistecito,cuentaChiste,[]
comparte chistes para reirme,cuentaChiste,[]
oye pia quiero que me cuentes bromas por favor,cuentaChiste,[]
oye comparte animame por favor,cuentaChiste,[]
hola cuentame un chiste por favor,cuentaChiste,[]
hola pia deseo que me cuentes un chistecito,cuentaChiste,[]
oye cuentate chistes para reirme,cuentaChiste,[]
oye bromas,cuentaChiste,[]
hola pia comparte algo gracioso,cuentaChiste,[]
hola pia quiero que me cuentes chistes por favor,cuentaChiste,[]
cuentame cosas graciosas,cuentaChiste,[]
hey quiero reir animame por favor,cuentaChiste,[]
hola pia cuentate chistes por favor,cuentaChiste,[]
hola quiero reir un chiste que quiero reir por favor,cuentaChiste,[]
hola pia quiero reir chistes para reirme,cuentaChiste,[]
pia cuenta un chiste por favor,cuentaChiste,[]
oye deseo que me cuentes animame por favor,cuentaChiste,[]
hola pia cuentame bromas por favor,cuentaChiste,[]
hey pia cuenta chistes,cuentaChiste,[]
hey matame de risa con un chiste que quiero reir,cuentaChiste,[]
pia quiero reir chistes para reirme por favor,cuentaChiste,[]
hola pia cuenta un chiste que quiero reir,cuentaChiste,[]
un chistecito por favor,cuentaChiste,[]
pia cuentate un chistecito por favor,cuentaChiste,[]
pia sabes chistes para reirme,cuentaChiste,[]
hey cuentame bromas por favor,cuentaChiste,[]
un chiste que quiero reir por favor,cuentaChiste,[]
pia deseo que me cuentes un chiste que quiero reir,cuentaChiste,[]
hey quiero que me cuentes un chistecito,cuentaChiste,[]
hola pia quiero reir chistes,cuentaChiste,[]
quiero reir un chiste que quiero reir,cuentaChiste,[]
hola pia chistes para reirme,cuentaChiste,[]
oye cuenta cosas graciosas por favor,cuentaChiste,[]
oye chistes para reirme por favor,cuentaChiste,[]
hey cuenta un chiste,cuentaChiste,[]
hey pia cuenta animame por favor,cuentaChiste,[]
hola pia deseo que me cuentes algo gracioso por favor,cuentaChiste,[]
cuentame algo gracioso por favor,cuentaChiste,[]
pia me puedes contar animame por favor,cuentaChiste,[]
hola pia cuentate algo gracioso por favor,cuentaChiste,[]
matame de risa con chistes por favor,cuentaChiste,[]
hola un chiste,cuentaChiste,[]
hola quiero reir chistes por favor,cuentaChiste,[]
comparte un chistecito,cuentaChiste,[]
hey pia cuentame chistes para reirme,cuentaChiste,[]
oye me puedes contar chistes para reirme por favor,cuentaChiste,[]
pia quiero que me cuentes un chiste,cuentaChiste,[]
oye cuenta un chistecito,cuentaChiste,[]
pia bromas por favor,cuentaChiste,[]
cuenta un chiste que quiero reir,cuentaChiste,[]
hola deseo que me cuentes un chiste que quiero reir,cuentaChiste,[]
hola cuentame un chiste,cuentaChiste,[]
hola comparte cosas graciosas por favor,cuentaChiste,[]
oye pia cuentame bromas,cuentaChiste,[]
oye pia sabes un chiste,cuentaChiste,[]
oye pia quiero que me cuentes un chiste que quiero reir,cuentaChiste,[]
hola pia comparte cosas graciosas por favor,cuentaChiste,[]
pia quiero que me cuentes un chistecito,cuentaChiste,[]
oye pia comparte animame,cuentaChiste,[]
oye cuentame algo gracioso,cuentaChiste,[]
oye cuenta animame,cuentaChiste,[]
pia cuentate chistes,cuentaChiste,[]
hey pia deseo que me cuentes un chistecito por favor,cuentaChiste,[]
hola me puedes contar cosas graciosas,cuentaChiste,[]
hey pia cuentate algo gracioso,cuentaChiste,[]
cuenta cosas graciosas,cuentaChiste,[]
oye sabes cosas graciosas por favor,cuentaChiste,[]
hola cosas graciosas por favor,cuentaChiste,[]
hey pia me puedes contar cosas graciosas,cuentaChiste,[]
hey pia cuentame bromas,cuentaChiste,[]
oye pia me puedes contar un chiste por favor,cuentaChiste,[]
deseo que me cuentes cosas graciosas,cuentaChiste,[]
pia quiero que me cuentes chistes,cuentaChiste,[]
hey me puedes contar chistes para reirme por favor,cuentaChiste,[]
oye matame de risa con cosas graciosas por favor,cuentaChiste,[]
oye pia matame de risa con chistes por favor,cuentaChiste,[]
cuentame animame,cuentaChiste,[]
hola cosas graciosas,cuentaChiste,[]
hola pia sabes chistes por favor,cuentaChiste,[]
sabes chistes por favor,cuentaChiste,[]
deseo que me cuentes un chistecito,cuentaChiste,[]
hola quiero reir cosas graciosas,cuentaChiste,[]
hey pia quiero reir un chiste que quiero reir,cuentaChiste,[]
oye pia cuenta chistes para reirme por favor,cuentaChiste,[]
hey pia cuenta chistes para reirme por favor,cuentaChiste,[]
hey pia cuenta un chiste que quiero reir,cuentaChiste,[]
oye sabes un chiste por favor,cuentaChiste,[]
hola matame de risa con un chiste,cuentaChiste,[]
hola pia matame de risa con bromas por favor,cuentaChiste,[]
pia quiero que me cuentes algo gracioso por favor,cuentaChiste,[]
oye deseo que me cuentes chistes para reirme por favor,cuentaChiste,[]
oye pia deseo que me cuentes bromas por favor,cuentaChiste,[]
me puedes contar cosas graciosas,cuentaChiste,[]
hey cuenta algo gracioso por favor,cuentaChiste,[]
oye me puedes contar un chistecito,cuentaChiste,[]
hey pia sabes chistes,cuentaChiste,[]
oye pia matame de risa con un chistecito por favor,cuentaChiste,[]
hey pia sabes cosas graciosas,cuentaChiste,[]
cuentate chistes para reirme por favor,cuentaChiste,[]
hey quiero que me cuentes algo gracioso,cuentaChiste,[]
pia sabes animame,cuentaChiste,[]
hey pia comparte chistes,cuentaChiste,[]
pia quiero reir cosas graciosas por favor,cuentaChiste,[]
oye sabes animame,cuentaChiste,[]
hola comparte algo gracioso,cuentaChiste,[]
oye un chistecito por favor,cuentaChiste,[]
hola pia deseo que me cuentes chistes para reirme,cuentaChiste,[]
hey pia comparte cosas graciosas por favor,cuentaChiste,[]
pia cuentame un chistecito por favor,cuentaChiste,[]
hey pia matame de risa con chistes para reirme,cuentaChiste,[]
hola pia deseo que me cuentes animame por favor,cuentaChiste,[]
un chiste por favor,cuentaChiste,[]
hey pia quiero reir algo gracioso por favor,cuentaChiste,[]
cuentame animame por favor,cuentaChiste,[]
hola me puedes contar un chiste que quiero reir,cuentaChiste,[]
hey pia comparte cosas graciosas,cuentaChiste,[]
hey pia comparte chistes para reirme,cuentaChiste,[]
oye cuentate bromas,cuentaChiste,[]
hola matame de risa con animame por favor,cuentaChiste,[]
hey deseo que me cuentes chistes para reirme por favor,cuentaChiste,[]
hey pia chistes por favor,cuentaChiste,[]
hey pia me puedes contar chistes para reirme,cuentaChiste,[]
oye pia sabes chistes,cuentaChiste,[]
hola pia animame por favor,cuentaChiste,[]
oye pia sabes un chiste que quiero reir por favor,cuentaChiste,[]
pia cosas graciosas por favor,cuentaChiste,[]
oye matame de risa con un chistecito,cuentaChiste,[]
deseo que me cuentes chistes por favor,cuentaChiste,[]
hey comparte un chiste que quiero reir,cuentaChiste,[]
hey sabes cosas graciosas,cuentaChiste,[]
comparte algo gracioso por favor,cuentaChiste,[]
hola pia quiero reir animame,cuentaChiste,[]
oye pia matame de risa con algo gracioso,cuentaChiste,[]
pia algo gracioso por favor,cuentaChiste,[]
oye comparte un chistecito por favor,cuentaChiste,[]
pia animame,cuentaChiste,[]
animame por favor,cuentaChiste,[]
oye pia deseo que me cuentes algo gracioso,cuentaChiste,[]
oye matame de risa con algo gracioso,cuentaChiste,[]
pia cuentate cosas graciosas,cuentaChiste,[]
pia sabes animame por favor,cuentaChiste,[]
hola pia matame de risa con animame,cuentaChiste,[]
hey pia sabes animame por favor,cuentaChiste,[]
hola cuentame animame por favor,cuentaChiste,[]
hey cuentate algo gracioso por favor,cuentaChiste,[]
hola un chiste que quiero reir,cuentaChiste,[]
oye quiero reir cosas graciosas,cuentaChiste,[]
pia me puedes contar chistes para reirme,cuentaChiste,[]
cuentame chistes por favor,cuentaChiste,[]
pia bromas,cuentaChiste,[]
hey deseo que me cuentes cosas graciosas,cuentaChiste,[]
hola cuentame chistes para reirme,cuentaChiste,[]
oye pia quiero reir un chistecito,cuentaChiste,[]
pia deseo que me cuentes un chiste,cuentaChiste,[]
oye pia un chistecito por favor,cuentaChiste,[]
hey quiero que me cuentes algo gracioso por favor,cuentaChiste,[]
hey me puedes contar animame,cuentaChiste,[]
hola animame,cuentaChiste,[]
oye sabes animame por favor,cuentaChiste,[]
hey deseo que me cuentes chistes por favor,cuentaChiste,[]
matame de risa con bromas,cuentaChiste,[]
hola pia deseo que me cuentes bromas,cuentaChiste,[]
oye pia sabes animame por favor,cuentaChiste,[]
matame de risa con un chiste que quiero reir por favor,cuentaChiste,[]
hey pia comparte chistes para reirme por favor,cuentaChiste,[]
comparte un chiste por favor,cuentaChiste,[]
hola pia cuenta chistes por favor,cuentaChiste,[]
pia deseo que me cuentes un chiste que quiero reir por favor,cuentaChiste,[]
pia comparte animame por favor,cuentaChiste,[]
oye me puedes contar cosas graciosas por favor,cuentaChiste,[]
oye cuentame un chiste que quiero reir por favor,cuentaChiste,[]
hola pia cuenta algo gracioso,cuentaChiste,[]
hola cuenta un chiste por favor,cuentaChiste,[]
hola sabes chistes para reirme por favor,cuentaChiste,[]
hey deseo que me cuentes chistes para reirme,cuentaChiste,[]
pia me puedes contar algo gracioso,cuentaChiste,[]
oye quiero que me cuentes algo gracioso,cuentaChiste,[]
hey matame de risa con un chiste que quiero reir por favor,cuentaChiste,[]
oye un chiste que quiero reir por favor,cuentaChiste,[]
hey matame de risa con un chiste por favor,cuentaChiste,[]
hola sabes cosas graciosas por favor,cuentaChiste,[]
hola deseo que me cuentes chistes,cuentaChiste,[]
oye pia un chiste que quiero reir,cuentaChiste,[]
oye pia cuenta animame por favor,cuentaChiste,[]
hola pia cuentate un chistecito,cuentaChiste,[]
oye deseo que me cuentes algo gracioso por favor,cuentaChiste,[]
oye pia deseo que me cuentes algo gracioso por favor,cuentaChiste,[]
hola deseo que me cuentes chistes por favor,cuentaChiste,[]
oye pia cuentate cosas graciosas,cuentaChiste,[]
oye pia sabes cosas graciosas,cuentaChiste,[]
oye pia me puedes contar chistes por favor,cuentaChiste,[]
oye cuentate chistes por favor,cuentaChiste,[]
oye pia comparte un chiste que quiero reir,cuentaChiste,[]
hola quiero reir chistes para reirme por favor,cuentaChiste,[]
hey cuentame chistes para reirme por favor,cuentaChiste,[]
pia cuentame cosas graciosas por favor,cuentaChiste,[]
pia deseo que me cuentes animame,cuentaChiste,[]
oye pia quiero reir un chiste,cuentaChiste,[]
hola pia sabes cosas graciosas,cuentaChiste,[]
oye cuenta bromas por favor,cuentaChiste,[]
hola quiero que me cuentes un chiste que quiero reir por favor,cuentaChiste,[]
oye pia un chistecito,cuentaChiste,[]
hola sabes chistes,cuentaChiste,[]
hey pia matame de risa con bromas,cuentaChiste,[]
hola me puedes contar animame por favor,cuentaChiste,[]
comparte chistes por favor,cuentaChiste,[]
oye pia cuentate animame por favor,cuentaChiste,[]
hey pia matame de risa con chistes para reirme por favor,cuentaChiste,[]
hola pia cuenta un chistecito,cuentaChiste,[]
hey pia cuenta un chiste por favor,cuentaChiste,[]
hola quiero que me cuentes cosas graciosas por favor,cuentaChiste,[]
oye pia quiero que me cuentes algo gracioso por favor,cuentaChiste,[]
oye pia me puedes contar cosas graciosas,cuentaChiste,[]
hey quiero que me cuentes bromas por favor,cuentaChiste,[]
hey pia sabes un chiste por favor,cuentaChiste,[]
pia matame de risa con animame por favor,cuentaChiste,[]
hey sabes chistes,cuentaChiste,[]
hey pia matame de risa con algo gracioso,cuentaChiste,[]
oye pia quiero reir cosas graciosas,cuentaChiste,[]
hola pia deseo que me cuentes un chiste que quiero reir,cuentaChiste,[]
hey matame de risa con chistes para reirme por favor,cuentaChiste,[]
oye pia matame de risa con bromas,cuentaChiste,[]
hey un chistecito por favor,cuentaChiste,[]
pia cuentame algo gracioso por favor,cuentaChiste,[]
pia me puedes contar animame,cuentaChiste,[]
oye deseo que me cuentes chistes para reirme,cuentaChiste,[]
oye cuentame chistes para reirme por favor,cuentaChiste,[]
hey sabes chistes para reirme por favor,cuentaChiste,[]
quiero que me cuentes un chiste por favor,cuentaChiste,[]
pia cuentate animame por favor,cuentaChiste,[]
hey cuentate chistes para reirme por favor,cuentaChiste,[]
hey pia me puedes contar bromas,cuentaChiste,[]
pia cosas graciosas,cuentaChiste,[]
pia quiero que me cuentes animame,cuentaChiste,[]
pia cuenta algo gracioso,cuentaChiste,[]
hola pia quiero que me cuentes un chistecito por favor,cuentaChiste,[]
hola cuentame chistes por favor,cuentaChiste,[]
hola pia comparte chistes para reirme por favor,cuentaChiste,[]
hola pia quiero que me cuentes animame,cuentaChiste,[]
pia comparte algo gracioso,cuentaChiste,[]
hey quiero reir animame,cuentaChiste,[]
cuentame un chiste por favor,cuentaChiste,[]
hola pia cuentame algo gracioso por favor,cuentaChiste,[]
pia quiero que me cuentes cosas graciosas por favor,cuentaChiste,[]
me puedes contar algo gracioso,cuentaChiste,[]
hey cuentame cosas graciosas,cuentaChiste,[]
hola quiero que me cuentes un chistecito,cuentaChiste,[]
hey me puedes contar un chiste que quiero reir por favor,cuentaChiste,[]
oye pia sabes algo gracioso por favor,cuentaChiste,[]
hola sabes animame,cuentaChiste,[]
hey pia quiero reir un chiste por favor,cuentaChiste,[]
hey quiero que me cuentes animame por favor,cuentaChiste,[]
pia me puedes contar bromas por favor,cuentaChiste,[]
hey animame,cuentaChiste,[]
hola cuentate chistes,cuentaChiste,[]
oye pia matame de risa con animame,cuentaChiste,[]
me puedes contar un chistecito por favor,cuentaChiste,[]
oye deseo que me cuentes un chistecito por favor,cuentaChiste,[]
hey pia cuenta bromas por favor,cuentaChiste,[]
hola pia cuentame un chiste que quiero reir,cuentaChiste,[]
hola pia me puedes contar un chiste,cuentaChiste,[]
pia comparte cosas graciosas por favor,cuentaChiste,[]
hey quiero que me cuentes chistes,cuentaChiste,[]
pia matame de risa con cosas graciosas por favor,cuentaChiste,[]
oye pia sabes chistes para reirme,cuentaChiste,[]
matame de risa con algo gracioso por favor,cuentaChiste,[]
hola quiero que me cuentes chistes por favor,cuentaChiste,[]
hola pia matame de risa con chistes para reirme por favor,cuentaChiste,[]
hey deseo que me cuentes un chiste que quiero reir por favor,cuentaChiste,[]
pia comparte algo gracioso por favor,cuentaChiste,[]
hola pia me puedes contar algo gracioso,cuentaChiste,[]
hey pia cuentate chistes,cuentaChiste,[]
cuentate un chiste que quiero reir por favor,cuentaChiste,[]
hey quiero reir un chiste,cuentaChiste,[]
hola me puedes contar algo gracioso por favor,cuentaChiste,[]
hey pia deseo que me cuentes bromas por favor,cuentaChiste,[]
oye pia comparte cosas graciosas,cuentaChiste,[]
hola sabes animame por favor,cuentaChiste,[]
hola cuenta algo gracioso,cuentaChiste,[]
quiero que me cuentes un chiste que quiero reir por favor,cuentaChiste,[]
hey pia cuenta un chiste que quiero reir por favor,cuentaChiste,[]
oye chistes,cuentaChiste,[]
hola comparte un chistecito por favor,cuentaChiste,[]
oye sabes chistes para reirme por favor,cuentaChiste,[]
hola pia cuenta animame,cuentaChiste,[]
hey quiero que me cuentes animame,cuentaChiste,[]
oye quiero que me cuentes animame por favor,cuentaChiste,[]
hola matame de risa con un chistecito por favor,cuentaChiste,[]
pia cuenta un chiste,cuentaChiste,[]
oye quiero que me cuentes chistes,cuentaChiste,[]
oye pia deseo que me cuentes un chiste por favor,cuentaChiste,[]
hola pia quiero reir bromas por favor,cuentaChiste,[]
oye pia comparte un chistecito por favor,cuentaChiste,[]
hey pia me puedes contar chistes,cuentaChiste,[]
hola pia cuentame chistes por favor,cuentaChiste,[]
hey pia matame de risa con un chistecito por favor,cuentaChiste,[]
hey quiero reir algo gracioso,cuentaChiste,[]
cuentame bromas por favor,cuentaChiste,[]
hola pia quiero que me cuentes un chiste,cuentaChiste,[]
oye quiero reir un chistecito por favor,cuentaChiste,[]
oye me puedes contar animame,cuentaChiste,[]
oye pia quiero reir un chiste por favor,cuentaChiste,[]
quiero que me cuentes un chistecito por favor,cuentaChiste,[]
oye pia comparte algo gracioso por favor,cuentaChiste,[]
oye quiero que me cuentes animame,cuentaChiste,[]
pia me puedes contar un chiste que quiero reir,cuentaChiste,[]
hey pia comparte un chistecito por favor,cuentaChiste,[]
pia quiero reir bromas,cuentaChiste,[]
hola pia sabes un chiste que quiero reir,cuentaChiste,[]
hola pia matame de risa con bromas,cuentaChiste,[]
hey pia cuentate un chiste que quiero reir por favor,cuentaChiste,[]
quiero reir bromas por favor,cuentaChiste,[]
pia cuentame chistes para reirme por favor,cuentaChiste,[]
hey pia me puedes contar cosas graciosas por favor,cuentaChiste,[]
oye sabes bromas por favor,cuentaChiste,[]
hola pia cuentame animame por favor,cuentaChiste,[]
hey pia deseo que me cuentes un chistecito,cuentaChiste,[]
hola pia cuenta cosas graciosas por favor,cuentaChiste,[]
hola deseo que me cuentes cosas graciosas,cuentaChiste,[]
hey pia cuentate animame,cuentaChiste,[]
hey deseo que me cuentes chistes,cuentaChiste,[]
quiero reir cosas graciosas por favor,cuentaChiste,[]
hey pia me puedes contar animame,cuentaChiste,[]
hola comparte un chiste por favor,cuentaChiste,[]
oye pia comparte un chiste que quiero reir por favor,cuentaChiste,[]
cuenta un chiste que quiero reir por favor,cuentaChiste,[]
hola un chistecito por favor,cuentaChiste,[]
hola quiero que me cuentes bromas,cuentaChiste,[]
oye pia quiero que me cuentes chistes por favor,cuentaChiste,[]
hey pia un chistecito,cuentaChiste,[]
me puedes contar animame,cuentaChiste,[]
hey pia cuenta algo gracioso por favor,cuentaChiste,[]
oye pia quiero reir un chiste que quiero reir por favor,cuentaChiste,[]
hey pia cuentame chistes,cuentaChiste,[]
hola quiero reir chistes para reirme,cuentaChiste,[]
hola pia cuentate chistes para reirme,cuentaChiste,[]
hey pia quiero que me cuentes chistes para reirme,cuentaChiste,[]
